                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                      11                                      909                  1.0000000000000000E+000                  1.0500000000000001E-002                  2.4038077000000000E-005                  3.4991999999999993E-008                  4.8716849403918777E+003                  6.3096044962986788E+000                  3.5261098791687115E+000                 -5.2260612707238270E+000                  7.1354599854591316E-001                  4.6004362260274636E-005                  2.7589399999999997E-001                  1.8381105832102110E-003                  5.4318382023695391E-004                  4.5005110362730128E-003                  9.8015834361505835E-004                  1.5200000000000000E+000                  0.0000000000000000E+000                  1.0845899198561129E+000                  6.9920431661371843E-005                  4.1935888000000004E-001                  2.7939280864795195E-003                  8.2563940676016957E-004                  6.8407767751349794E-003                  1.4898406822948893E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5199999936645907E+000                  3.5243822043578872E+000                  1.5199999899122787E+000                  3.5236090674540423E+000                  5.3750068818056279E+004                  2.4455137293379586E+006                  2.4090257969285679E+009                  5.2192262634473317E+005                  5.2192262634473317E+005                  0.0000000000000000E+000                  3.0781677258823421E-008                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.5858401873519995E+002                                  "15140"                               "gfortran"                                 "10.2.0"                   "x86_64-macos-21.11.1"                                 "CRMATH"                               "20230118" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.5200000000000000E+000                  5.4729584147808641E-001                  3.6876955522256969E+000                 -7.0540580649611986E+000                  4.4439468302927594E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       2                  1.5199999999981000E+000                  5.4729574130786418E-001                  3.6877528115385978E+000                 -7.0536577734224988E+000                  4.4444045299111981E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       3                  1.5199999999933502E+000                  5.4729549111271725E-001                  3.6878346700854654E+000                 -7.0530868230185231E+000                  4.4450575523872322E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       4                  1.5199999999886002E+000                  5.4729524124584439E-001                  3.6879575377966307E+000                 -7.0522323141904968E+000                  4.4460352509493832E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       5                  1.5199999999791003E+000                  5.4729474249310817E-001                  3.6881421001145149E+000                 -7.0509549241761853E+000                  4.4474976909178157E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       6                  1.5199999999672251E+000                  5.4729412088081275E-001                  3.6883475289302621E+000                 -7.0495417135764065E+000                  4.4491168785007389E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       7                  1.5199999999553502E+000                  5.4729350128532572E-001                  3.6886561656323273E+000                 -7.0474336509570703E+000                  4.4515344105104795E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       8                  1.5199999999316005E+000                  5.4729226808691078E-001                  3.6892754737026969E+000                 -7.0432595466044425E+000                  4.4563295273291335E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       9                  1.5199999998841003E+000                  5.4728982525061620E-001                  3.6905221328803668E+000                 -7.0350752863250632E+000                  4.4657640042927778E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      10                  1.5199999997891001E+000                  5.4728503066635636E-001                  3.6924565733771479E+000                 -7.0229532581056553E+000                  4.4798263165241030E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      11                  1.5199999996658811E+000                  5.4727898281946175E-001                  3.6946772095250968E+000                 -7.0098282776740630E+000                  4.4951790440972532E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      12                  1.5199999995426614E+000                  5.4727311477113783E-001                  3.6980556400208715E+000                 -6.9911598252200342E+000                  4.5172372774825762E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      13                  1.5199999992962225E+000                  5.4726187180529262E-001                  3.7037195058725332E+000                 -6.9631795897071331E+000                  4.5509015597486675E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      14                  1.5199999989411037E+000                  5.4724668015221412E-001                  3.7089536556116105E+000                 -6.9406533127555914E+000                  4.5786814478821647E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      15                  1.5199999987635440E+000                  5.4723946770964804E-001                  3.7125026010541675E+000                 -6.9266348949730601E+000                  4.5962619895963464E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      16                  1.5199999985859847E+000                  5.4723248401496738E-001                  3.7179512745501424E+000                 -6.9068483576182560E+000                  4.6215172376502531E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      17                  1.5199999982276060E+000                  5.4721901524974126E-001                  3.7236511837260631E+000                 -6.8886286750145187E+000                  4.6454577056665443E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      18                  1.5199999980484165E+000                  5.4721255710171568E-001                  3.7275134616911485E+000                 -6.8772467151379102E+000                  4.6607158098060184E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      19                  1.5199999978692269E+000                  5.4720626573269671E-001                  3.7334628244844041E+000                 -6.8610921346251388E+000                  4.6828407119028039E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      20                  1.5199999975058984E+000                  5.4719397421291949E-001                  3.7418184662562703E+000                 -6.8415020495270547E+000                  4.7108155710850435E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      21                  1.5199999971425699E+000                  5.4718222384237813E-001                  3.7506700596719620E+000                 -6.8241004372749341E+000                  4.7370997369167895E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      22                  1.5199999967792415E+000                  5.4717093408756956E-001                  3.7602751345408354E+000                 -6.8089540662340671E+000                  4.7618860236841840E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      23                  1.5199999964159130E+000                  5.4716003044945694E-001                  3.7711794861790944E+000                 -6.7961338560220446E+000                  4.7856536312828100E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      24                  1.5199999960424713E+000                  5.4714914848670093E-001                  3.7808028617043421E+000                 -6.7885607433645712E+000                  4.8028934610829870E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      25                  1.5199999958557506E+000                  5.4714380126155249E-001                  3.7877438974491526E+000                 -6.7844123795320046E+000                  4.8140183930373333E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      26                  1.5199999956690298E+000                  5.4713850467501368E-001                  3.7953150758300405E+000                 -6.7811804010332875E+000                  4.8248659734464612E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      27                  1.5199999954823089E+000                  5.4713324716721901E-001                  3.8034977975475197E+000                 -6.7788358515340024E+000                  4.8354497044880365E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      28                  1.5199999952955880E+000                  5.4712801777632802E-001                  3.8163993722467087E+000                 -6.7764422852803321E+000                  4.8508575931622389E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      29                  1.5199999949221463E+000                  5.4711761591685537E-001                  3.8295844718831695E+000                 -6.7749026202561682E+000                  4.8657389202173382E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      30                  1.5199999947354257E+000                  5.4711243311388791E-001                  3.8380861671617876E+000                 -6.7738895949938671E+000                  4.8753843168766382E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      31                  1.5199999945487048E+000                  5.4710726220120776E-001                  3.8462404401667176E+000                 -6.7727605943674227E+000                  4.8848205861591953E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      32                  1.5199999943619840E+000                  5.4710210452949048E-001                  3.8539877393309583E+000                 -6.7714476240502552E+000                  4.8940566125956035E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      33                  1.5199999941752631E+000                  5.4709696224409776E-001                  3.8649099584950566E+000                 -6.7691825644891281E+000                  4.9075531212037173E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      34                  1.5199999938018214E+000                  5.4708673062950475E-001                  3.8746250903128785E+000                 -6.7661549025642804E+000                  4.9206440267667197E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      35                  1.5199999936151007E+000                  5.4708165009408394E-001                  3.8806782065008667E+000                 -6.7639534334093980E+000                  4.9291574859526355E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      36                  1.5199999934283799E+000                  5.4707659507013284E-001                  3.8893739028554783E+000                 -6.7603162686196434E+000                  4.9419281475083343E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      37                  1.5199999930410362E+000                  5.4706619556086811E-001                  3.8997202635898804E+000                 -6.7546400310160584E+000                  4.9585888785687118E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      38                  1.5199999926536925E+000                  5.4705593035636568E-001                  3.9066083838928298E+000                 -6.7499441993952543E+000                  4.9706790795160352E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      39                  1.5199999924600207E+000                  5.4705085268262132E-001                  3.9130732089512112E+000                 -6.7451899816389931E+000                  4.9824423435603258E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      40                  1.5199999920726770E+000                  5.4704080737466920E-001                  3.9208048698243334E+000                 -6.7384620948331397E+000                  4.9976482829104443E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      41                  1.5199999916853335E+000                  5.4703091580364693E-001                  3.9260428754591121E+000                 -6.7332042459342993E+000                  5.0087142296435845E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      42                  1.5199999914916618E+000                  5.4702602928459698E-001                  3.9310090255284291E+000                 -6.7279736162034478E+000                  5.0195056844486228E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      43                  1.5199999911043178E+000                  5.4701637276165205E-001                  3.9370471965884168E+000                 -6.7208232399551999E+000                  5.0334906549625238E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
