                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                      55                                      907                  1.0000000000000000E+000                  1.0500000000000001E-002                  5.5705692285168765E-004                  8.8871466308614575E-005                  4.8721613552731151E+003                  6.3124432827644936E+000                  3.5262133059764600E+000                 -5.2216623577483308E+000                  7.1354597242887552E-001                  4.6082713373465094E-005                  2.7589399999999992E-001                  1.8381105832102104E-003                  5.4318382023695370E-004                  4.5005110362730102E-003                  9.8015834361505792E-004                  1.5200000000000000E+000                  0.0000000000000000E+000                  1.0845899166725574E+000                  6.9929982327899458E-005                  4.1935887999999993E-001                  2.7939280864795195E-003                  8.2563940676016957E-004                  6.8407767751349794E-003                  1.4898406822948886E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5199999936663822E+000                  3.5244857240215239E+000                  1.5199999899148324E+000                  3.5237124999126537E+000                  5.3752433706980446E+004                  2.4443422538203704E+006                  2.4079424272218189E+009                  5.2061007551317423E+005                  5.2061007551317423E+005                  0.0000000000000000E+000                  3.0760326640481717E-008                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.7579379548584417E+004                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20230114" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.5200000000000000E+000                  5.4730857988802872E-001                  3.6877380203643724E+000                 -7.0541363852674994E+000                  4.4439113904626986E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       2                  1.5199999999981000E+000                  5.4730847970855512E-001                  3.6877952773997600E+000                 -7.0537361075605336E+000                  4.4443690737401962E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       3                  1.5199999999933502E+000                  5.4730822949029523E-001                  3.6878771326952977E+000                 -7.0531651768576955E+000                  4.4450220729317422E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       4                  1.5199999999886002E+000                  5.4730797960032784E-001                  3.6879999955339131E+000                 -7.0523106974530778E+000                  4.4459997366981749E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       5                  1.5199999999791003E+000                  5.4730748080145974E-001                  3.6881845505556128E+000                 -7.0510333512890293E+000                  4.4474621247658526E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       6                  1.5199999999672251E+000                  5.4730685913160559E-001                  3.6883899712844044E+000                 -7.0496201890170518E+000                  4.4490812550895322E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       7                  1.5199999999553502E+000                  5.4730623947867696E-001                  3.6886985958932708E+000                 -7.0475121981212361E+000                  4.4514987020058152E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       8                  1.5199999999316005E+000                  5.4730500616572930E-001                  3.6893178799468442E+000                 -7.0433382345421149E+000                  4.4562936514437075E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                       9                  1.5199999998841003E+000                  5.4730256310176384E-001                  3.6905644919869687E+000                 -7.0351542457694780E+000                  4.4657278044485968E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
                                      10                  1.5199999997891001E+000                  5.4729776806764308E-001                  3.6924988641742198E+000                 -7.0230326107103016E+000                  4.4797896467446110E+000                  7.1355999999999997E-001                  2.7593999999999996E-001                  1.0500000000000065E-002 
